org_name,Year,Month,Recetpts,Disposals
Department of Public Enterprises,2018,7,87,82
Department of Public Enterprises,2018,8,90,63
Department of Public Enterprises,2018,9,178,94
Department of Public Enterprises,2018,10,96,205
Department of Public Enterprises,2018,11,53,74
Department of Public Enterprises,2018,12,69,52
Department of Public Enterprises,2019,1,79,78
Department of Public Enterprises,2019,2,65,73
Department of Public Enterprises,2019,3,81,68
Department of Public Enterprises,2019,4,56,59
Department of Public Enterprises,2019,5,74,93
Department of Public Enterprises,2019,6,82,49
Department of Public Enterprises,2019,7,87,105
Department of Public Enterprises,2019,8,72,85
Department of Public Enterprises,2019,9,55,30
Department of Public Enterprises,2019,10,44,82
Department of Revenue,2016,1,946,175
Department of Revenue,2016,2,1149,364
Department of Revenue,2016,3,1886,2291
Department of Revenue,2016,4,1262,1200
Department of Revenue,2016,5,1051,760
Department of Revenue,2016,6,1534,1604
Department of Revenue,2016,7,1262,995
Department of Revenue,2016,8,1452,2046
Department of Revenue,2016,9,1307,850
Department of Revenue,2016,10,1233,1575
Department of Revenue,2016,11,2775,1904
Department of Revenue,2016,12,5101,5175
Department of Revenue,2017,1,2897,3690
Department of Revenue,2017,2,2307,2282
Department of Revenue,2017,3,2197,2407
Department of Revenue,2017,4,1922,1645
Department of Revenue,2017,5,2606,2351
Department of Revenue,2017,6,4273,3425
Department of Revenue,2017,7,4551,4217
Department of Revenue,2017,8,3488,3084
Department of Revenue,2017,9,3390,2736
Department of Revenue,2017,10,3697,2495
Department of Revenue,2017,11,3161,3562
Department of Revenue,2017,12,1866,3119
Department of Revenue,2018,1,2021,2347
Department of Revenue,2018,2,1855,1879
Department of Revenue,2018,3,1816,1754
Department of Revenue,2018,4,1754,1844
Department of Revenue,2018,5,2133,2181
Department of Revenue,2018,6,1702,1872
Department of Revenue,2018,7,2295,2070
Department of Revenue,2018,8,1739,1800
Department of Revenue,2018,9,1627,1018
Department of Revenue,2018,10,1616,612
Department of Revenue,2018,11,1312,543
Department of Revenue,2018,12,1717,808
Department of Revenue,2019,1,1879,718
Department of Revenue,2019,2,1533,1277
Department of Revenue,2019,3,1377,1636
Department of Revenue,2019,4,1127,847
Department of Revenue,2019,5,985,3663
Department of Revenue,2019,6,1676,2594
Department of Revenue,2019,7,2057,1510
Department of Revenue,2019,8,1588,1789
Department of Revenue,2019,9,1796,2540
Department of Revenue,2019,10,1646,1745
Department of Revenue,2019,11,57,89
Department of Rural Development,2016,1,206,65
Department of Rural Development,2016,2,296,231
Department of Rural Development,2016,3,311,199
Department of Rural Development,2016,4,307,61
Department of Rural Development,2016,5,279,146
Department of Rural Development,2016,6,302,107
Department of Rural Development,2016,7,311,353
Department of Rural Development,2016,8,344,631
Department of Rural Development,2016,9,326,371
Department of Rural Development,2016,10,318,299
Department of Rural Development,2016,11,232,271
Department of Rural Development,2016,12,366,363
Department of Rural Development,2017,1,308,232
Department of Rural Development,2017,2,279,141
Department of Rural Development,2017,3,517,275
Department of Rural Development,2017,4,328,250
Department of Rural Development,2017,5,609,871
Department of Rural Development,2017,6,484,574
Department of Rural Development,2017,7,425,400
Department of Rural Development,2017,8,398,328
Department of Rural Development,2017,9,432,207
Department of Rural Development,2017,10,362,415
Department of Rural Development,2017,11,397,451
Department of Rural Development,2017,12,360,345
Department of Rural Development,2018,1,289,368
Department of Rural Development,2018,2,246,314
Department of Rural Development,2018,3,277,212
Department of Rural Development,2018,4,265,358
Department of Rural Development,2018,5,407,409
Department of Rural Development,2018,6,285,248
Department of Rural Development,2018,7,383,365
Department of Rural Development,2018,8,321,277
Department of Rural Development,2018,9,396,247
Department of Rural Development,2018,10,350,274
Department of Rural Development,2018,11,230,164
Department of Rural Development,2018,12,327,276
Department of Rural Development,2019,1,415,378
Department of Rural Development,2019,2,324,585
Department of Rural Development,2019,3,368,362
Department of Rural Development,2019,4,251,196
Department of Rural Development,2019,5,242,69
Department of Rural Development,2019,6,449,504
Department of Rural Development,2019,7,573,367
Department of Rural Development,2019,8,598,198
Department of Rural Development,2019,9,638,643
Department of Rural Development,2019,10,401,842
Department of Rural Development,2019,11,9,24
Department of School Education and Literacy,2016,1,1010,207
Department of School Education and Literacy,2016,2,1380,1242
Department of School Education and Literacy,2016,3,2211,2396
Department of School Education and Literacy,2016,4,1794,1763
Department of School Education and Literacy,2016,5,1625,1885
Department of School Education and Literacy,2016,6,1745,1381
Department of School Education and Literacy,2016,7,1388,1468
Department of School Education and Literacy,2016,8,1543,1642
Department of School Education and Literacy,2016,9,1397,1038
Department of School Education and Literacy,2016,10,1018,1220
Department of School Education and Literacy,2016,11,1074,1091
Department of School Education and Literacy,2016,12,1685,1027
Department of School Education and Literacy,2017,1,1186,1728
Department of School Education and Literacy,2017,2,1625,1712
Department of School Education and Literacy,2017,3,2065,1542
Department of School Education and Literacy,2017,4,2012,1671
Department of School Education and Literacy,2017,5,1824,2124
Department of School Education and Literacy,2017,6,1643,1738
Department of School Education and Literacy,2017,7,1564,1888
Department of School Education and Literacy,2017,8,1413,1494
Department of School Education and Literacy,2017,9,1459,1193
Department of School Education and Literacy,2017,10,1080,1276
Department of School Education and Literacy,2017,11,1316,1090
Department of School Education and Literacy,2017,12,919,1245
Department of School Education and Literacy,2018,1,960,916
Department of School Education and Literacy,2018,2,994,1045
Department of School Education and Literacy,2018,3,1392,955
Department of School Education and Literacy,2018,4,1891,1496
Department of School Education and Literacy,2018,5,1445,1685
Department of School Education and Literacy,2018,6,1275,1223
Department of School Education and Literacy,2018,7,1552,1903
Department of School Education and Literacy,2018,8,1308,1362
Department of School Education and Literacy,2018,9,1096,1079
Department of School Education and Literacy,2018,10,927,1102
Department of School Education and Literacy,2018,11,765,852
Department of School Education and Literacy,2018,12,848,886
Department of School Education and Literacy,2019,1,1018,1053
Department of School Education and Literacy,2019,2,1049,795
Department of School Education and Literacy,2019,3,1286,898
Department of School Education and Literacy,2019,4,1049,1594
Department of School Education and Literacy,2019,5,1046,1093
Department of School Education and Literacy,2019,6,1541,1250
Department of School Education and Literacy,2019,7,1716,1437
Department of School Education and Literacy,2019,8,1415,1513
Department of School Education and Literacy,2019,9,1882,1541
Department of School Education and Literacy,2019,10,1238,1342
Department of School Education and Literacy,2019,11,27,48
Department of Science and Technology,2016,1,168,50
Department of Science and Technology,2016,2,230,130
Department of Science and Technology,2016,3,184,112
Department of Science and Technology,2016,4,152,142
Department of Science and Technology,2016,5,159,266
Department of Science and Technology,2016,6,184,131
Department of Science and Technology,2016,7,210,140
Department of Science and Technology,2016,8,162,141
Department of Science and Technology,2016,9,193,219
Department of Science and Technology,2016,10,136,126
Department of Science and Technology,2016,11,151,174
Department of Science and Technology,2016,12,154,117
Department of Science and Technology,2017,1,160,221
Department of Science and Technology,2017,2,148,182
Department of Science and Technology,2017,3,274,268
Department of Science and Technology,2017,4,170,241
Department of Science and Technology,2017,5,203,206
Department of Science and Technology,2017,6,227,223
Department of Science and Technology,2017,7,237,266
Department of Science and Technology,2017,8,176,176
Department of Science and Technology,2017,9,243,225
Department of Science and Technology,2017,10,157,157
Department of Science and Technology,2017,11,193,189
Department of Science and Technology,2017,12,173,214
Department of Science and Technology,2018,1,158,160
Department of Science and Technology,2018,2,118,135
Department of Science and Technology,2018,3,116,111
Department of Science and Technology,2018,4,138,125
Department of Science and Technology,2018,5,188,213
Department of Science and Technology,2018,6,140,136
Department of Science and Technology,2018,7,191,183
Department of Science and Technology,2018,8,220,193
Department of Science and Technology,2018,9,186,172
Department of Science and Technology,2018,10,182,219
Department of Science and Technology,2018,11,110,120
Department of Science and Technology,2018,12,175,121
Department of Science and Technology,2019,1,212,189
Department of Science and Technology,2019,2,137,216
Department of Science and Technology,2019,3,141,140
Department of Science and Technology,2019,4,93,119
Department of Science and Technology,2019,5,72,88
Department of Science and Technology,2019,6,102,77
Department of Science and Technology,2019,7,178,135
Department of Science and Technology,2019,8,172,195
Department of Science and Technology,2019,9,190,165
Department of Science and Technology,2019,10,120,156
Department of Science and Technology,2019,11,5,4
Department of Scientific & Industrial Research,2016,1,53,18
Department of Scientific & Industrial Research,2016,2,75,23
Department of Scientific & Industrial Research,2016,3,99,82
Department of Scientific & Industrial Research,2016,4,96,46
Department of Scientific & Industrial Research,2016,5,81,139
Department of Scientific & Industrial Research,2016,6,122,67
Department of Scientific & Industrial Research,2016,7,121,115
Department of Scientific & Industrial Research,2016,8,96,162
Department of Scientific & Industrial Research,2016,9,78,63
Department of Scientific & Industrial Research,2016,10,74,72
Department of Scientific & Industrial Research,2016,11,57,54
Department of Scientific & Industrial Research,2016,12,88,96
Department of Scientific & Industrial Research,2017,1,101,63
